UF,Municipio,Municipio_UF,Estado,Unidade_Federativa,Regiao,CEP,Endereco,Bairro,Endereco_Completo,Latitude,Longitude,Tipo_Servico,Nome_Servico,Telefone,Outro_Telefone,Email,Site,Rede_Social,Fonte_URL,Data_Extracao,Ultima_Atualizacao_Modelo
PE,Petrolina,"Petrolina,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,N/i,"AVENIDA CARDOSO DE SÁ, S/N , COLÔNIA IMPERIAL",N/i,"AVENIDA CARDOSO DE SÁ, S/N , COLÔNIA IMPERIAL,Petrolina-PE,N/i",-9.3922882999999988,-40.4854973,Delegacias Especializadas de Atendimento à Mulher e Postos ou Seções da Polícia de Atendimento à Mulher),Delegacia De Polícia Da 214ª Circunscrição<Br>,(87) 3866-6621,N/i,dp214circ.petrolina@policiacivil.pe.gov.br,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Petrolina,"Petrolina,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,SIGILOSO,SIGILOSO,N/i,"SIGILOSO,Petrolina-PE,SIGILOSO",-9.3994602,-40.5023565,Casas Abrigo e Casa de Acolhimento Provisório (Casas-de-Passagem),Casa Abrigo De Mulheres Marici Amador,SIGILOSO,SIGILOSO,SERVICODEPROTECAO.JURIDICO@SECMULHER.PE.GOV.BR,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,50030-150,"Avenida Alfredo Lisboa, 188, Bairro do Recife, Recife, PE, Brazil",N/i,"Avenida Alfredo Lisboa, 188, Bairro do Recife, Recife, PE, Brazil,Recife-PE,50030-150",-8.0621046,-34.8710315,Delegacias Especializadas de Atendimento à Mulher e Postos ou Seções da Polícia de Atendimento à Mulher),Departamento De Policia Da Mulher,"(81) 3184-3569 , (81)9948-87001, (81)3184-3356, (81) 3184-3568",N/i,DPMUL@POLICIACIVIL.PE.GOV.BR; dpmulpcpe@gmail.com,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,50040-130,"Rua Dr. Silva Ferreira, 122",Santo Amaro,"Rua Dr. Silva Ferreira, 122,Recife-PE,50040-130",-8.0524244,-34.8832432,"Centros de Referência (ou de Atendimento) à Mulher em situação de violência / Núcleos de Atendimento à Mulher em situação de Violência, Centros Integrados da Mulher)",Centro de Referência Clarice Lispector,(81) 3355.3008,(81) 99488.6138,secretariadamulher@recife.pe.gov.br,https://www2.recife.pe.gov.br/pagina/secretaria-da-mulher-do-recife,https://www.instagram.com/secmulherecife/,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,50050-140,"RUA DOM MANOEL PEREIRA, Nº 170, SANTO AMARO",N/i,"RUA DOM MANOEL PEREIRA, Nº 170, SANTO AMARO,Recife-PE,50050-140",-8.0526696,-34.8878374,Juizados e Varas Especializadas de Violência Doméstica e Familiar contra a Mulher,2ª Vara De Violência Doméstica E Familiar Contra À Mulher,(81) 3181-9452,(81) 3181-9456,vmulher02.recife@tjpe.jus.br,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,50050-440,RUA BERNARDO GUIMARAES 470 - BAIRRO SANTO AMARO,N/i,"RUA BERNARDO GUIMARAES 470 - BAIRRO SANTO AMARO,Recife-PE,50050-440",-8.0537052,-34.8886888,"Centros de Referência (ou de Atendimento) à Mulher em situação de violência / Núcleos de Atendimento à Mulher em situação de Violência, Centros Integrados da Mulher)",Centro De Referência E Atenção As Mulheres Em Situação De Violência Doméstica E Sexista (Cram),(81) 3355-3010,(81) 3355-3009,CRCLARICE LISPECTOR14@GMAIL.COM,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,50070-555,RUA DOS COELHOS 300 BOA VISTA,N/i,"RUA DOS COELHOS 300 BOA VISTA,Recife-PE,50070-555",-8.0662092999999988,-34.8905635,Serviços de Saúde a Pessoas em situação de violência sexual,Imip,(81) 2122-4100,N/i,imip@imip.org.br,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,50080-900,"Av. Desembargador Guerra Barreto, s/nº - Ilha Joana Bezerra",N/i,"Av. Desembargador Guerra Barreto, s/nº - Ilha Joana Bezerra,Recife-PE,50080-900",-8.0687614,-34.8962791,Núcleos de Defesa da Mulher nas Defensorias Públicas,Defensoria Pública Especializada Na Defesa Da Mulher Em Situação De Violência 3° Vara – Depedim,(81) 3181-0280,(81) 3181-0003,NIEDJA.NUNES@TJPE.JUS.BR,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,50080-900,"AVENIDA DESEMBARGADOR GUERRA BARRETO, S/N, ILHA JOANA BEZERRA",N/i,"AVENIDA DESEMBARGADOR GUERRA BARRETO, S/N, ILHA JOANA BEZERRA,Recife-PE,50080-900",-8.0687614,-34.8962791,Juizados e Varas Especializadas de Violência Doméstica e Familiar contra a Mulher,1ª Vara De Violência Doméstica E Familiar Contra A Mulher Da Capital,(81) 3181-0281,(81) 3181-0280,VMULHER01.RECIFE@TJPE.JUS.BR,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,50080-900,"AVENIDA DESEMBARGADOR GUERRA BARRETO, S/Nº - ILHA JOANA BEZERRA",N/i,"AVENIDA DESEMBARGADOR GUERRA BARRETO, S/Nº - ILHA JOANA BEZERRA,Recife-PE,50080-900",-8.0687614,-34.8962791,Juizados e Varas Especializadas de Violência Doméstica e Familiar contra a Mulher,3ª Vara De Violência Doméstica E Familiar Contra Mulher,(81) 3181-0281,(81) 3181-0280,VMULHER03.RECIFE@TJPE.JUS.BR,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,50090-540,"Rua Lourenço de Sá, 140, 1° andar",Ilha Joana Bezerra,"Rua Lourenço de Sá, 140, 1° andar,Recife-PE,50090-540",-8.0738128,-34.9003473,"Centros de Referência (ou de Atendimento) à Mulher em situação de violência / Núcleos de Atendimento à Mulher em situação de Violência, Centros Integrados da Mulher)",Sala da Mulher - Compaz Dom Hélder Câmara,(81) 99488.6371,,secretariadamulher@recife.pe.gov.br,https://www2.recife.pe.gov.br/pagina/secretaria-da-mulher-do-recife,https://www.instagram.com/secmulherecife/,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,50100-160,"Praça do Campo Santo, S/N, Santo Amaro",N/i,"Praça do Campo Santo, S/N, Santo Amaro,Recife-PE,50100-160",-8.050454499999999,-34.882935,Delegacias Especializadas de Atendimento à Mulher e Postos ou Seções da Polícia de Atendimento à Mulher),1ª Delegacia Especializada De Atendimento A Mulher (Deam),(81) 3184-3352,N/i,1DELMULHER@POLICIACIVIL.PE.GOV.BR,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,50720-715,ESTRADA DOS REMEDIOS 2416 MADALENA,N/i,"ESTRADA DOS REMEDIOS 2416 MADALENA,Recife-PE,50720-715",-8.0586928,-34.9068742,Serviços de Saúde a Pessoas em situação de violência sexual,Us 128 Policlinica Lessa De Andrade,(81) 3355-7810/7812/7822,N/i,gerenciapla@gmail.com,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,50721-110,ESTRADA DO FORTE DO ARRAIAL NOVO DO BOM JESUS 1350 TORROES,N/i,"ESTRADA DO FORTE DO ARRAIAL NOVO DO BOM JESUS 1350 TORROES,Recife-PE,50721-110",-8.0589773,-34.9318619,Serviços de Saúde a Pessoas em situação de violência sexual,Us 106 Cs Prof Joaquim Cavalcante,(81) 3355-4425,N/i,distsanitario4@recife.pe.gov.br,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,50731-490,AV MAURICIO DE NASSAU S/N IPUTINGA,N/i,"AV MAURICIO DE NASSAU S/N IPUTINGA,Recife-PE,50731-490",-8.038112,-34.9317638,Serviços de Saúde a Pessoas em situação de violência sexual,Us 112 Cs Dr Jose Dustan Carvalho Soares,(81) 3355-4389,N/i,distsanitario@recife.gov.br,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,50740-900,AV PROFESSOR MORAES REGO 1235 CIDADE UNIVERSITARIA,N/i,"AV PROFESSOR MORAES REGO 1235 CIDADE UNIVERSITARIA,Recife-PE,50740-900",-8.0523305000000018,-34.945093100000008,Serviços de Saúde a Pessoas em situação de violência sexual,Hospital Das Clinicas,(81) 2126-3633,N/i,N/I,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,50751-130,RUA CARLOS GOMES 932 BONGI,N/i,"RUA CARLOS GOMES 932 BONGI,Recife-PE,50751-130",-8.0638033,-34.9137134,Serviços de Saúde a Pessoas em situação de violência sexual,Us 161 Cs Prof Romero Marques,(81) 3355-4440/4264,N/i,N/I,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,50770-100,PRACA DA PAZ S/N AFOGADOS,N/i,"PRACA DA PAZ S/N AFOGADOS,Recife-PE,50770-100",-8.0807288,-34.9063466,Serviços de Saúde a Pessoas em situação de violência sexual,Us 159 Policlinica Agamenon Magalhaes,(81) 3355-2339/2340/2300,N/i,grupogestorpamsecretaria@gmail.com,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,50770-400,RUA LONDRINA S/N AFOGADOS,N/i,"RUA LONDRINA S/N AFOGADOS,Recife-PE,50770-400",-8.0791406,-34.9102152,Serviços de Saúde a Pessoas em situação de violência sexual,Us 165 Maternidade Bandeira Filho,(81) 3355-2230/2205,N/i,mpb.filho@outlouk.com,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,50791-465,AV ONZE DE AGOSTO S/N CURADO,N/i,"AV ONZE DE AGOSTO S/N CURADO,Recife-PE,50791-465",-8.0792004,-34.971103,Serviços de Saúde a Pessoas em situação de violência sexual,Us 142 Cs Bidu Krause,(81) 3355-0301/0300,N/i,N/I,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,50865-030,"Av. Recife, 700",Areias,"Av. Recife, 700,Recife-PE,50865-030",-8.0924143,-34.9320943,"Centros de Referência (ou de Atendimento) à Mulher em situação de violência / Núcleos de Atendimento à Mulher em situação de Violência, Centros Integrados da Mulher)",Serviço Especializado e Regionalizado - SER Clarice Lispector, (81) 3223.2334,,secretariadamulher@recife.pe.gov.br,https://www2.recife.pe.gov.br/pagina/secretaria-da-mulher-do-recife,https://www.instagram.com/secmulherecife/,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,50900-110,RUA PADRE DIOGO RODRIGUES 144 BARRO,N/i,"RUA PADRE DIOGO RODRIGUES 144 BARRO,Recife-PE,50900-110",-8.0878847,-34.938624,Serviços de Saúde a Pessoas em situação de violência sexual,Us 117 Cs Gaspar Regueira Costa,(81) 3355-4404,N/i,N/I,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,50910-250,AV SAO PAULO 605 JARDIM SAO PAULO,N/i,"AV SAO PAULO 605 JARDIM SAO PAULO,Recife-PE,50910-250",-8.0812957,-34.9402493,Serviços de Saúde a Pessoas em situação de violência sexual,Us 150 Cs Professor Fernandes Figueiras,(81) 3355-4396,N/i,N/I,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,51010-420,"RUA CARAPEBA 476, BRASILIA TEIMOSA",N/i,"RUA CARAPEBA 476, BRASILIA TEIMOSA,Recife-PE,51010-420",-8.0856982999999989,-34.8813266,"Centros de Referência (ou de Atendimento) à Mulher em situação de violência / Núcleos de Atendimento à Mulher em situação de Violência, Centros Integrados da Mulher)",Centro Da Mulher Metropolitana Júlia Santiago,(81) 3183-2995,(81) 9953-74677,JULYANA.LINS@HOTMAIL.COM,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,51010-420,"Rua Carapeba, s/n, ao lado da igreja Católica de Brasília Teimosa",N/i,"Rua Carapeba, s/n, ao lado da igreja Católica de Brasília Teimosa,Recife-PE,51010-420",-8.0849523999999988,-34.8815558,"Centros de Referência (ou de Atendimento) à Mulher em situação de violência / Núcleos de Atendimento à Mulher em situação de Violência, Centros Integrados da Mulher)",Centro De Atendimento À Mulher,(81) 3183-2995,N/i,N/I,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,51110-380,RUA MARQUES DE ALEGRETE S/N PINA,N/i,"RUA MARQUES DE ALEGRETE S/N PINA,Recife-PE,51110-380",-8.0866314,-34.8902223,Serviços de Saúde a Pessoas em situação de violência sexual,Us 119 Cs Prof Jose Carneiro Leao,(81) 3355-4428,N/i,N/I,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,51150-460,RUA JALISCO S/N IMBIRIBEIRA,N/i,"RUA JALISCO S/N IMBIRIBEIRA,Recife-PE,51150-460",-8.1163938,-34.9119726,Serviços de Saúde a Pessoas em situação de violência sexual,Us 126 Cs Ver Romildo Gomes,(81) 3355-4448/4449,N/i,distsanitario6@recife.pe.gov.br,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,51230-000,AV DOIS RIOS S/N IBURA,N/i,"AV DOIS RIOS S/N IBURA,Recife-PE,51230-000",-8.1147915,-34.9398949,Serviços de Saúde a Pessoas em situação de violência sexual,Us 153 Policlinica E Maternidade Arnaldo Marques,(81) 3355-1815/1815/1820,N/i,pemarnaldomarques@yahoo.com.br,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,51290-007,"Ladeira da Cohab, 10",Cohab,"Ladeira da Cohab, 10,Recife-PE,51290-007",-8.1186167,-34.9482857,"Centros de Referência (ou de Atendimento) à Mulher em situação de violência / Núcleos de Atendimento à Mulher em situação de Violência, Centros Integrados da Mulher)",Sala da Mulher - Compaz Professor Paulo Freire,(81) 99157.3230,,secretariadamulher@recife.pe.gov.br,https://www2.recife.pe.gov.br/pagina/secretaria-da-mulher-do-recife,https://www.instagram.com/secmulherecife/,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,51290-040,AV CAMPINA GRANDE S/N COHAB UR 1,N/i,"AV CAMPINA GRANDE S/N COHAB UR 1,Recife-PE,51290-040",-8.1196439,-34.9472473,Serviços de Saúde a Pessoas em situação de violência sexual,Us 104 Cs Sebastiao Ivo Rabelo,(81) 3355-4444/4445,N/i,distsanitario6@recife.pe.gov.br,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,51350-230,"RUA FRANCISCO BARRETO N°349, IPSEP",N/i,"RUA FRANCISCO BARRETO N°349, IPSEP,Recife-PE,51350-230",-8.1090816999999991,-34.9217631,Patrulha Maria da Penha,N/I,"(81) 3181-3798, (81) 3181-3788",N/i,N/I,HTTPS://WWW.PM.PE.GOV.BR/,FACEBOOK.COM/POLICIAMILITARPEOFICIAL  e     INSTAGRAM.COM/PMPEOFICIAL,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,52030-010,AV VISCONDE MAMANGUAPE S/N ENCRUZILHADA,N/i,"AV VISCONDE MAMANGUAPE S/N ENCRUZILHADA,Recife-PE,52030-010",-8.0376784,-34.8875911,Serviços de Saúde a Pessoas em situação de violência sexual,Centro Universitario Integrado De Saude Amaury De Medeiros,(81) 3182-7701,N/i,cisam upe@terra.com.br,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,52030-060,BR 101 S S/N BARRO,N/i,"BR 101 S S/N BARRO,Recife-PE,52030-060",-8.0989895,-34.950039,Serviços de Saúde a Pessoas em situação de violência sexual,Us 444 Hospital Da Mulher Do Recife Dra Merces Pontes Cunha,(81) 2011-0100,N/i,N/I,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,52030-060,RUA CASTRO ALVES 143 ENCRUZILHADA,N/i,"RUA CASTRO ALVES 143 ENCRUZILHADA,Recife-PE,52030-060",-8.0375699999999988,-34.8895077,Serviços de Saúde a Pessoas em situação de violência sexual,Us 308 Caps Prof Zaldo Rocha,(81) 3355-4304,N/i,CAPSIZALDOROCHA@GMAIL.COM,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,52051-380,ESTRADA DO ARRAIAL 2723 CASA AMARELA,N/i,"ESTRADA DO ARRAIAL 2723 CASA AMARELA,Recife-PE,52051-380",-8.0299099,-34.9068311,Serviços de Saúde a Pessoas em situação de violência sexual,Hospital Agamenon Magalhaes,(81) 3184-1601,N/i,claudia.miranda@saude.pe.gov.br,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,52070-000,ESTRADA DO ARRAIAL S/N CASA AMARELA,N/i,"ESTRADA DO ARRAIAL S/N CASA AMARELA,Recife-PE,52070-000",-8.026706,-34.916271,Serviços de Saúde a Pessoas em situação de violência sexual,Us 109 Cs Francisco Pignatari,(81) 3355-4400,N/i,N/I,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,52070-660,AV N MIGUEL ARRAES DE ALENCAR 6465 CASA AMARELA,N/i,"AV N MIGUEL ARRAES DE ALENCAR 6465 CASA AMARELA,Recife-PE,52070-660",-8.021322099999999,-34.9232975,Serviços de Saúde a Pessoas em situação de violência sexual,Us 167 Policlinica E Maternidade Professor Barros Lima,(81) 3355-2167 / 2169,N/i,direcaobarroslima@yahoo.com.br,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,52090-003,RUA NOVA DESCOBERTA 99 NOVA DESCOBERTA,N/i,"RUA NOVA DESCOBERTA 99 NOVA DESCOBERTA,Recife-PE,52090-003",-8.018971,-34.9263071,Serviços de Saúde a Pessoas em situação de violência sexual,Us 120 Cs Mario Monteiro Melo,(81) 3355-4385,N/i,N/I,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,52130-000,AV BEBERIBE 4510 BEBERIBE,N/i,"AV BEBERIBE 4510 BEBERIBE,Recife-PE,52130-000",-8.0040088,-34.8968339,Serviços de Saúde a Pessoas em situação de violência sexual,Us 155 Cs Prof Monteiro De Morais,(81) 3355-4436,N/i,N/I,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,52131-000,"Av. Aníbal Benévolo, S/N, Térreo",Alto Sta. Terezinha / Linha do Tiro,"Av. Aníbal Benévolo, S/N, Térreo,Recife-PE,52131-000",-8.0102219,-34.9053396,"Centros de Referência (ou de Atendimento) à Mulher em situação de violência / Núcleos de Atendimento à Mulher em situação de Violência, Centros Integrados da Mulher)",Sala da Mulher - Compaz Eduardo Campos,(81) 99488.6726,,secretariadamulher@recife.pe.gov.br,https://www2.recife.pe.gov.br/pagina/secretaria-da-mulher-do-recife,https://www.instagram.com/secmulherecife/,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,52171-011,"Av. Eng. Abdias de Carvalho, S/N, 1° andar",Cordeiro,"Av. Eng. Abdias de Carvalho, S/N, 1° andar,Recife-PE,52171-011",-8.0624737,-34.9135271,"Centros de Referência (ou de Atendimento) à Mulher em situação de violência / Núcleos de Atendimento à Mulher em situação de Violência, Centros Integrados da Mulher)",Salas da Mulher - Compaz Ariano Suassuna,(81) 3225.9449,99488.6187,secretariadamulher@recife.pe.gov.br,https://www2.recife.pe.gov.br/pagina/secretaria-da-mulher-do-recife,https://www.instagram.com/secmulherecife/,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
PE,Recife,"Recife,PE,Brasil",PERNAMBUCO,Pernambuco,Nordeste,52211-130,RUA CHA DE ALEGRIA S/N BOMBA DO HEMETERIO,N/i,"RUA CHA DE ALEGRIA S/N BOMBA DO HEMETERIO,Recife-PE,52211-130",-8.0208834,-34.9046416,Serviços de Saúde a Pessoas em situação de violência sexual,Us 138 Usf Dr Luiz Wilsom,(81) 3355-4628,N/i,N/I,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
